country,tradition_secularism,survival_self-expression,unpeacefulness,eco_footprint,education,nominal_GDP,inequality,life_expectancy,happiness,cluster
Albania,0.3721031539258874,-1.0872434941902613,-0.37755396189400414,-0.682703002560379,0.09896997632020911,-0.32581719593992603,-0.43776724405110434,0.47848444640467624,-0.6518986787302915,2
Algeria,-1.1884440537690244,-0.6851301601048824,0.4346972642347188,-0.7266982680779166,-0.4227821576496486,-0.27355028618875377,-1.2270748507493106,0.20896169865620068,-0.8787600687615713,0
Argentina,-0.36286424066590983,0.4407871753341786,-0.03469414784971868,-0.22808525887915618,0.5563082665900843,-0.1796255517076019,0.7180046086141254,0.17505245750414886,0.14902066346709494,0
Armenia,0.8553693859862472,-1.2581416611765475,0.5877596812187751,-0.672926276889815,0.12473551380020212,-0.32196975049088516,-0.2686298997586322,-0.07648088061905935,-0.4881639363598895,2
Australia,0.5130558049434922,1.8180253445766015,-1.1979685169285434,2.788034610489816,1.2841847003998867,0.1928316676216511,-0.2686298997586322,1.1673355565686803,1.3859084160724175,3
Austria,0.5533279909485223,1.4963346773082982,-1.4591950419146655,1.1993166890231772,0.7881981039100214,-0.17123209237315054,-0.9310844982374836,0.9910525440525713,1.4697484949970208,3
Azerbaijan,0.16067417739947998,-1.3285114946414887,0.8551087028842589,-0.6338193742075593,-0.13291986099972797,-0.30938681473785523,-0.36729335059590734,-0.40793177300673156,-0.5986355697664256,2
Bangladesh,-0.916606798235072,-0.8761339937954374,0.24898153162739822,-1.4110690650173918,-1.4276381193693752,-0.21169554882590377,-0.55052547357942,-0.47383987552762313,-0.7426432347428029,4
Belarus,1.197682967029002,-1.1777189943594717,0.2224507126834954,0.7251454940008267,0.6980187227300458,-0.3051609108927378,-1.5653495393342562,-0.2134186119495782,-0.24058911506488526,2
Belgium,0.8050291534799597,1.194749676744264,-0.9653136431127787,1.8739107602920886,1.0522948630799498,-0.1387894394576898,-1.2552644081313897,0.9836750611499123,1.0416709155466934,3
Bosnia and Herzegovina,0.6439404094598399,-0.5946546599356721,0.02653081894390372,-0.2378619845497201,-0.0749474016697437,-0.3193650283100515,-0.4659568014331835,0.29190402091075246,0.034603614581753504,2
Brazil,-0.6850417287061497,0.6720023424332715,0.540820540010331,-0.2427503473850022,-0.2810717015096871,0.20420508386694738,2.4798519449940497,0.04992258170361582,0.5445485652172818,0
Bulgaria,1.4393160830591818,-0.9565566606125132,-0.8142920583551768,-0.14009472784408095,0.48545303852010424,-0.30124318952347146,0.5770568217037314,-0.10392123413120323,-0.5049319521448106,2
Burkina Faso,-1.0273553097489045,-0.4338093263015206,0.34694147849719403,-1.1715392860885754,-2.857625449508986,-0.3199323935375598,-0.14177689153927786,-2.227250119887761,-0.9310368238557356,4
Canada,0.039857619384390024,1.978870678210753,-1.3857250817623188,2.230761247267672,1.0909431692999392,0.32352779381086705,-0.42367246536006575,1.0318228443040915,1.3070001064963204,3
Chile,-0.5742932171923172,0.05877950795306864,-0.7591895882409169,0.3682950070252436,0.453246116670113,-0.3156794108974931,1.140847969345307,0.7344753373553853,0.3887046538044895,0
China,1.1070705485176846,-1.1073491608945303,0.4306155997818111,-0.11076455083238915,-0.5516098450496136,5.109703511626366,0.30925602657398316,0.2140560447447737,-0.4329281196566215,1
Colombia,-1.581097867318067,0.661949509081137,1.3367451083274218,-0.8489073389599656,-0.34548554520966956,-0.22939283079167214,1.9865346908076709,0.27375541297021877,0.23088803465229504,0
Croatia,0.3821712004271449,0.3704173418692373,-0.7367404337499217,0.15320704227283696,0.3952736573401287,-0.3059200842511367,-0.832421047400208,0.4548260236015809,0.10266203159113726,2
Cyprus,-0.2621837756533349,0.18946634153081682,-0.1877565648337749,0.2949695644960139,0.504777191630099,-0.31780026080191204,-0.6914732604898141,0.8619931878849363,0.4390087011592516,2
Denmark,1.4695202225629542,1.9386593448022154,-1.4081742362533134,0.9304567330826692,1.2262122410699026,-0.19848593238976237,-1.0720322851478776,0.8970867091871548,1.8169450571318484,3
Dominican Republic,-0.7555180542149521,0.39052300857350625,0.07142912792589302,-1.0151116753595524,-0.5580512294196119,-0.2975053487206538,1.042184518508032,-0.23663438577851997,-0.22973922249817177,0
Egypt,-1.319328658285372,-0.40365082624511717,1.0510285966238506,-0.7120331795720708,-0.8092652198495438,-0.19859489230277247,-0.6773784817987745,-0.5695180630036029,-1.4745178060611042,4
El Salvador,-1.7723907508419592,0.5915796756161958,0.5224530499722445,-0.7511400822543265,-0.9638584447295018,-0.31743953256919505,0.32335080526502274,-0.3582618986431616,0.2792193742676549,0
Estonia,1.580268734076787,-1.1375076609509338,-0.5693921911806872,1.5903857158457346,0.8977016381999917,-0.31474003460603894,-0.832421047400208,0.4664746808163026,0.4054726695894105,2
Ethiopia,-0.3527961941646523,-0.3031224927237724,0.8734761929223462,-1.2644181799589327,-2.593528690339058,-0.29645604541636994,-0.18406122761239563,-1.4280745772431367,-1.4824086370187137,4
Finland,1.1272066415201996,1.1846968433921297,-1.057151093303212,1.1064377951528201,1.1295914755199288,-0.23093213133789503,-1.2552644081313897,0.9898876783311003,2.035915616205518,3
France,0.9359137579963072,1.194749676744264,-0.23265487381576466,0.7495873081772365,0.7109014914700423,0.6215379913926505,-0.6632837031077349,1.116081464823907,0.8996359583097193,3
Georgia,0.26135464241205497,-1.2581416611765475,0.23673653826867327,-0.9906698611831426,0.7431084133200336,-0.3206048502787998,0.013265674062155678,-0.2866226567726271,-0.874814653282766,2
Ghana,-1.6515741928268692,-0.23275265925883107,-0.4285747675553559,-0.800023710607146,-1.1055689008694627,-0.3020233167112954,1.0139949611259529,-1.8297319266639305,-0.6805029409516267,4
Greece,1.0768664090139122,0.6116853423204648,-0.14898075253114715,0.3780717326958073,0.6980187227300458,-0.2581305242981822,-0.2686298997586322,1.0143498584820123,-0.054168233691355656,3
Guatemala,-1.4099410767966893,-0.11211865903321742,0.5265347144251522,-0.8391306132894019,-1.3889898131493859,-0.2995030545813749,1.6905443382958434,-0.20145155810432377,0.6481157215359088,0
Hungary,0.7043486884673847,-1.1676661610073371,-0.9510278175275999,-0.3356292412553595,0.5498668822200861,-0.26802266598643254,-0.8042314900181288,0.07236177838491026,0.21116095725827116,2
India,-0.06082284562818491,-0.1523299924417553,1.2224585036459932,-1.1959811002649852,-1.118451669609459,0.6233538824872837,-0.08539777677511948,-0.9410869308387712,-1.932186001602468,4
Indonesia,-0.17157135714201735,-0.7454471602176893,-0.451023922046351,-0.9906698611831426,-0.6933203011895752,0.044442772599158346,0.210592575736707,-0.6131384013869949,-0.42700999643841486,0
Iran,-0.9266748447363296,-0.3935979928929827,1.093886073379386,-0.39917795811402496,0.0732044388402161,0.022243963339681826,0.6334359364678888,0.17664444065682822,-1.0424948111319723,0
Iraq,-0.10109503163321493,-1.630096495205523,2.7816543246569094,-0.8440189761246838,-1.2601621257494207,-0.2614099597865016,-0.9592740556195622,-0.7901669279648471,-0.9113097464617108,4
Ireland,-0.6145654031973472,1.2450138435049365,-1.2571526514957119,0.9597869100943612,1.213329472329906,-0.15993507701360396,-0.4941463588152627,1.072204855981795,1.2892457368416985,3
Israel,0.5633960374497798,0.42068150862990966,1.487766693085023,1.2775304943876886,0.9299085600499829,-0.17564110045078202,0.09783434620839224,1.152192302189543,1.3602632154601861,3
Italy,0.43251143293343236,0.661949509081137,-0.5142897210664272,0.49050407790729267,0.3952736573401287,0.35713419017593295,-0.05720821939304129,1.2147067625752122,0.6954607072815672,3
Japan,2.274963942663554,0.008515341192396268,-1.3000101282512473,0.6909269541538529,0.7624325664300283,1.3187144487552482,-0.4800515801242231,1.3991826639990097,0.1598705560338084,3
Jordan,-1.319328658285372,-0.9967679940210511,0.012244993358724933,-0.7364749937484805,-0.12003709225973147,-0.3117404133321952,-0.36729335059590734,-0.16579113548432628,-1.3640461726545687,0
Kyrgyzstan,0.1506061308982225,-0.8560283270911685,0.20204239041895414,-0.8293538876188379,0.03455613262022658,-0.3260950759547625,-1.2129800720582715,-0.6316054059580658,-0.03345480242763024,2
Latvia,1.0265261765076246,-1.2179303277680096,-0.5877596812187741,1.3117490342346625,0.8783774850899969,-0.3143660893424539,-0.09949255546615907,-0.052278853812606316,0.2506151120463198,2
Lithuania,1.2882953855403194,-0.9465038272603787,-0.5673513589542333,1.0868843438116922,0.9621154818999742,-0.3061663723385324,0.14011868228151003,0.09022305278081309,0.4705720249896905,2
Malaysia,-0.4333405661747122,0.1492550081222789,-0.9734769720185951,0.050551422731915714,-0.06850601729974545,-0.2067230439200424,0.661625493849968,0.09370211840227644,-0.3885421955200669,0
Mali,-0.956878984240102,-0.021643158864007153,1.4367458874236714,-1.0151116753595524,-2.8125357589189983,-0.3200513468153726,0.5347724856306136,-2.588789493861056,-1.0405221033925702,4
Mexico,-1.178376007267767,1.0942213432229193,1.212254342513723,-0.3502943297612053,-0.33260277646967307,0.08805027056548473,0.06964478882631306,-0.08173442502289871,0.5317259649111661,0
Moldova,0.7748250139761872,-1.2279831611201442,-0.11224577245497372,-0.8929026044775034,-0.12647847662972972,-0.32236174828443637,-1.4948756458790593,-0.5836867130624417,-0.011755017294203286,2
Montenegro,1.1674788275252297,-1.187771827711606,-0.13673575917242267,0.08476996257888939,0.38883227297013045,-0.32458672260276733,0.3797299200291801,0.20959849191727287,-0.19423048318892758,2
Morocco,-1.0273553097489045,-0.9867151606689166,0.13061326249306113,-0.941786232830323,-1.292369047599412,-0.2857283294839709,0.4502038134843771,0.1771220356026318,-0.8481830988008331,0
Netherlands,1.016458130006367,1.4561233438997603,-0.9714361397921407,0.8180243878711843,1.136032859889927,-0.0015534619216207265,-1.1002218425299561,1.025998515696732,1.6630738534584593,3
New Zealand,0.30162682841708494,1.9286065114500808,-1.6020532977664508,0.9744519986002068,1.2068880879599078,-0.3183747180947642,-0.01492388331992251,0.977462443968729,1.478625679824332,3
Nigeria,-1.238784286275312,0.3402588418128339,1.8204223459970383,-1.1959811002649852,-1.5886727286193316,-0.17146645289610427,-0.16996644892135604,-3.324126512083271,-1.0050133640833259,4
Norway,1.7010852920918766,2.2402443453662495,-0.9591911464334162,0.6713735028127255,1.1940053192199114,-0.18274122495979964,-1.3116435228955472,1.1685004222901536,1.5920563748399719,3
Pakistan,-1.1280357747614793,-1.1978246610637406,2.175527153400048,-1.376850525170418,-2.0524524032592053,-0.24198608227611132,-0.3954829079779865,-1.3204565161220676,-0.8324014368856136,4
Peru,-1.0676274957539347,0.08893800800947206,0.020408322264541253,-0.6484844627134053,-0.261747548399693,-0.25354872771944587,0.9153315102886767,0.18603714125763118,0.06123516906368643,0
Philippines,-0.916606798235072,-0.051801658920410575,1.0408244354915803,-1.225311277276677,-0.44210631075964335,-0.19943014418031457,1.140847969345307,-0.6903495842919037,0.10068932385173505,0
Poland,-0.4836807986809998,-0.081960158976814,-0.7183729437118352,0.40740190970749934,0.8783774850899969,-0.11510065174279083,-0.9310844982374836,0.36435478590057985,0.38278653058628287,2
Portugal,-0.6044973566960897,0.5513683422076578,-1.4938891897643847,0.1336535909317091,0.18914935750018463,-0.24521522857381073,-0.35319857190486875,0.8143812429626341,0.14902066346709494,3
Romania,-0.09102698513195742,-1.499409661627775,-0.8163328905816306,-0.4382848607962807,0.2084735106101794,-0.23374864837922474,-0.043113440702001696,-0.01733288216844347,0.3571413299740506,2
Russia,0.7949611069787021,-1.3687228280500265,2.218384630155583,1.0184472641177449,0.6593704165100563,0.20476310046286608,0.1683082396635892,-0.3953706376435219,-0.29681128563785397,2
Rwanda,-1.279056472280342,-0.5644961598792687,0.01632665781163264,-1.337743622488162,-1.8012384128292735,-0.32300680386412056,1.042184518508032,-1.0417002660880554,-2.3306729649617584,4
South Africa,-0.8259943797237547,-0.0417488255682761,0.8020470649964532,-0.14498309067936282,-0.13936124536972622,-0.19247411754441981,3.762476805878635,-1.8206576226936626,-0.8107016517521867,0
South Korea,1.4393160830591818,-0.49412632641432747,-0.2836756794771164,1.0184472641177449,0.8526119476100039,0.2615911753299562,-0.12768211284823827,1.2193662254611008,0.0661669384121924,2
Saudi Arabia,-1.017287263247647,0.20957200823508573,0.8224553872609935,0.9793403614354891,0.3695081198601357,-0.05473557046875673,1.3522696497108981,-0.06915775811673933,0.7063105998482806,0
Serbia,0.6540084559610972,-0.5644961598792687,-0.3959214519320906,-0.4431732236315626,0.3115356605301514,-0.3068001450869877,-0.01492388331992251,0.018777955197190416,0.2959873900525759,2
Singapore,-0.24204768265081988,-0.22269982590669665,-1.3449084372332372,2.1329939905620323,0.6593704165100563,-0.2042953010061985,1.3522696497108981,1.26246625715557,0.5909071970932386,3
Slovakia,0.9761859440013372,-0.37349232618871375,-0.9306194952630591,0.2216441219667843,0.652929032140058,-0.28872214815889696,-1.5653495393342562,0.30300519123638414,0.5455349190869833,2
Slovenia,1.036594223008882,0.42068150862990966,-1.3285817794216044,1.077107618141128,1.007205172489962,-0.32439491447187674,-1.7062973262446504,0.9095119435495216,0.6737609221481411,3
Spain,0.39223924692840234,0.6016325089683303,-0.6265354935214015,0.030997971390787842,0.6078393415500704,0.13783656927934076,-0.22634556368551342,1.2605248142864494,0.7033515382391768,3
Sweden,2.174283477650979,2.4211953457046698,-0.9653136431127787,1.781031866421731,1.1231500911499306,-0.12572811166055625,-1.057937506456838,1.1766544823404577,1.5634521126186367,3
Switzerland,1.0466622695101395,1.9688178448586184,-1.2714384770808902,1.0673308924705642,1.0780604005599428,-0.30021935318110415,-0.5082411375063013,1.2954707859306123,1.7686137175164887,3
Tanzania,-1.5508937278142942,-0.09201299232894845,-0.2979615050622948,-1.1177672949004736,-1.8592108721592577,-0.30403778563555656,0.591151600394771,-1.6097198549637561,-2.1255113600639057,4
Thailand,-0.3427281476633948,0.06883234130520312,0.5551063655955097,-0.46272667497269043,-0.44210631075964335,-0.1502737498156354,0.013265674062155678,0.25194524377852273,0.204256480170363,0
Turkey,-0.5944293101948322,-0.27296399266736904,2.0591997164921656,-0.13520636500879887,-0.261747548399693,-0.06976945953130134,0.7884785020693224,0.33807153233843096,-0.8185924827097963,0
Uganda,-1.1280357747614793,-0.44386215965365505,0.38775812302627566,-1.1568741975827295,-1.318134585079405,-0.3124177055725333,0.9153315102886767,-1.9421259372430344,-1.1263348900565755,4
Ukraine,0.6036682234548099,-0.7756056602740926,1.9265456217726507,-0.37473614393761523,0.41459781045012345,-0.26799719902451596,-1.4384965311149014,-0.5954169108776627,-0.8905963151979854,2
Uruguay,-0.07089089212944241,1.0540100098143814,-0.6020455068039524,-0.34051760409064136,0.021673363880230077,-0.306980992753256,0.4783933708664563,0.37309516169735857,0.6441703060571043,0
United States of America,-0.5138849381847723,1.8280781779287358,0.8061287294493609,2.255203061444082,1.1167087067799322,7.0685967552867925,0.6757202725410076,0.5126810211013589,1.1570743183017356,1
Venezuela,-1.3092606117841143,0.49105134209485096,1.3571534305919621,-0.017885656962031846,0.0732044388402161,-0.3118858006717442,0.3797299200291801,-0.557737387673782,-0.8738282994130644,0
Vietnam,-0.0004145666206399393,-0.20259415920242768,-0.26326735721257566,-0.956451321336169,-0.6675547637095822,-0.20772624879959123,-0.08539777677511948,-0.02665180794022083,-0.36191064103813486,0
Zambia,-0.47361275217974225,-0.5644961598792687,-0.4102072775172694,-1.2790832684647784,-0.9638584447295018,-0.3193627717438057,2.930884863107311,-1.8596612099342862,-1.681652118698359,4
Zimbabwe,-1.2085801467715394,-1.30840582793722,0.9326603274895143,-1.0933254807240638,-1.1055689008694627,-0.3180436475898488,1.1267531906542676,-2.2411003733160633,-2.5969885097810863,4
Germany,1.6960512688412481,0.5614211755597923,-0.9367419919424216,0.827801113541748,1.3550399284698669,1.03730838797646,-0.620999367034617,0.8555398317879827,1.3582905077207839,3
